No,시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료,경도,위도,상태
927,커브스별내클럽,김유기,031-575-3082,경기도 남양주시 별내중앙로 59 예스프라자 4층 402호 커브스별내클럽(별내동),1명,120 ㎡,에어로빅,청각/언어,[12월] 커브스여성전용 30분 순환운동,10:00 ~ 21:00,"월,화,수,목,금,토",김유기,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","79,000",127.123168906075,37.6476366598691,정좌표
928,커브스종촌클럽,김진선,044-864-3070,세종특별자치시 도움1로 106 614호(종촌동),2명,109 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 근력운동을위한 휘트니스,09:30 ~ 21:00,"월,화,수,목,금,토","김진선,,이상수",2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.248123602666,36.5028156642618,정좌표
929,코끼리아동청소년발달센터,김성민,02-893-2808,서울특별시 금천구 시흥대로 399 5층 515호 코끼리아동청소년발달센터(독산동),4명,200 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육 ,11:00 ~ 20:00,"월,화,수,목,금,토",김성민,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.897002757617,37.4693600846183,정좌표
930,코끼리아동청소년발달센터(강서지점),서민주,02-2666-7942,서울특별시 강서구 공항대로 190 푸리마타워 5층 501호 코끼리아동청소년발달센터(마곡동),1명,171 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","[12월] 특수체육, 심리운동",10:00 ~ 20:00,"월,화,수,목,금,토",서민주,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000",126.82863681543,37.5590418063772,정좌표
931,크는아이 발달지원센터(김포점),엄창식,02-998-2760,경기도 김포시 김포한강9로 73 센트럴프라자 903호 크는아이 발달지원센터(구래동),6명,134 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타","[12월] 운동재활,특수체육",11:00 ~ 18:00,"월,화,수,목,금","이규만,,윤성문,,이수원",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000",126.625509947487,37.6433501253527,정좌표
932,크는아이 발달지원센터(만수점),엄창식,02-4129-2760,인천광역시 남동구 장승로 32 태광빌딩 6층,5명,185 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 운동재활,10:00 ~ 18:00,"월,화,수,목,금,토","김민지,,이규만,,모경석",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음,시각장애인 편의서비스","80,000",126.7361982875,37.4452134721791,정좌표
933,크는아이 발달지원센터(만수점),엄창식,02-4129-2760,인천광역시 남동구 장승로 32 태광빌딩 6층,5명,185 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 장애인 맞춤형 운동,10:00 ~ 18:00,"월,화,수,목,금","이규만,,윤성문,,엄창식",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음,시각장애인 편의서비스","80,000",126.7361982875,37.4452134721791,정좌표
934,크로스 복싱 클럽 ,임계룡,02-307-7982,서울특별시 은평구 은평로 46 크로스 복싱클럽 5층(신사동),1명,198 ㎡,복싱,"지체, 청각/언어, 기타",[12월] 엘리트 복싱과 다이어트복싱,11:00 ~ 23:00,"월,화,수,목,금,토",임계룡,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.913095444337,37.5983013256657,정좌표
935,크로스스포츠아카데미,박철현,02-215-4799,충북 청주시 청원구 사천동 203-1 크로스스포츠아카데미,2명,330 ㎡,축구,지적/자폐,[12월] 생활체육/축구/농구,20:00 ~ 21:00,목,박철현,2020.12.01 ~ 2020.12.10,지원,,"80,000",127.471464079193,36.6655032330019,정좌표
936,크로스스포츠아카데미,박철현,02-215-4799,충북 청주시 청원구 사천동 203-1 크로스스포츠아카데미,2명,330 ㎡,기타종목,지적/자폐,[12월] 생활체육/축구/농구,20:00 ~ 21:00,화,박철현,2020.12.01 ~ 2020.12.10,지원,,"80,000",127.471464079193,36.6655032330019,정좌표
937,클락해치트레이닝센터,손혁준,053-759-8999,대구광역시 수성구 화랑로 98 바른등빌딩 2층(만촌동),3명,470 ㎡,헬스,"지체, 청각/언어",[12월] 헬스,07:00 ~ 23:00,"월,화,수,목,금,토",손혁준,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"80,000",128.63760872328,35.8724126349848,정좌표
938,키드짐아동청소년발달연구소,박주병,031-8003-6212,경기도 화성시 동탄문화센터로 71-11 2층 키드짐아동청소년발달연구소(반송동),3명,489 ㎡,기타종목,"시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 특수체육,10:00 ~ 19:00,"월,화,수,목,금","정병일,,여단비,,김주호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",127.072806984245,37.2000286340858,정좌표
939,킨더윌 언어심리 전문센터,이유진,02-939-3421,"서울특별시 노원구 상계로23다길 13-8 107호(상계동, 노원 아이파크)",2명,113 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 감각통합,11:00 ~ 19:30,"월,화,수,목,금,토","송희진,,정유진",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역,주출입구 단차없음","200,000",127.069196850025,37.6598340251756,정좌표
940,타이거복싱체육관,이강운,02-883-7080,서울특별시 관악구 양녕로 13 3층 타이거복싱체육관(봉천동),1명,140 ㎡,복싱,기타,[12월] 복싱,09:00 ~ 22:00,"월,화,수,목",이강운,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.946285828151,37.4832941237962,정좌표
941,타이거복싱체육관,이강운,02-883-7080,서울특별시 관악구 양녕로 13 3층 타이거복싱체육관(봉천동),1명,140 ㎡,복싱,기타,[12월] 복싱다이어트,10:30 ~ 22:00,"월,수,금",이강운,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.946285828151,37.4832941237962,정좌표
942,타이거태권도장,황규현,042-622-4367,"대전광역시 대덕구 계족로663번길 30-6 2층,타이거태권도장(법동)",3명,155 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타",[12월] 장애인체력관리강좌,15:30 ~ 19:30,"월,화,수,목,금",황규현,2020.12.01 ~ 2020.12.10,지원,장애인 화장실,"80,000",127.427143496193,36.3708850765025,정좌표
943,탁구매니아,장만석,043-268-4158,충청북도 청주시 청원구 율량로190번길 15 이삼빌딩4층(율량동),3명,430 ㎡,탁구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 탁구,10:00 ~ 11:00,"월,화,수,목,금","장만석,,한애란",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스,청각장애인 편의서비스","80,000",127.497924918008,36.6656083877505,정좌표
944,탁구사랑탁구장,이승종,041-631-1155,충청남도 홍성군 홍성읍 조양로205번길 24 탁구사랑,1명,280 ㎡,탁구,"지적/자폐, 기타",[12월] 탁구연습,10:00 ~ 20:00,"월,화,수,목,금,토",,2020.12.01 ~ 2020.12.31,미지원,장애인전용 주차구역,"80,000",126.673046646289,36.6005843367745,정좌표
945,탑클래스유도,김태훈,010-8821-9163,경기도 시흥시 목감우회로 39 5층 505호(목감동),1명,9434 ㎡,유도,"지체, 시각, 청각/언어",[12월] 탑클래스유도,17:00 ~ 22:30,"월,화,수,목,금",김태훈,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000",126.860335314375,37.3818984597164,정좌표
946,탑홀스스크린승마신제주점,홍임숙,02-745-8890,제주시 연동4길 16-11 1층 TopHorse 스크린승마장,1명,400 ㎡,승마,"청각/언어, 지적/자폐",[12월] 스크린 승마 교실,10:00 ~ 09:30,"화,수,목,금,토,일",양우람,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.50082217943,33.4972328179761,정좌표
947,태경태권도,정구명,043-293-1313,충청북도 청주시 상당구 무농정로 99 삼일상가301(용암동),4명,145 ㎡,태권도,"청각/언어, 지적/자폐",[12월] 태권도,12:00 ~ 22:00,"월,화,수,목,금",정구명,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000",127.511798582604,36.6106367296199,정좌표
948,태권박사&스포츠짐,박승준,02-6405-3023,"서울특별시 동작구 상도로34길 36-10 지2층(상도동, 대흥빌딩근생및도시형주택(원룸))",4명,244 ㎡,태권도,"지체, 지적/자폐, 기타",[12월] 태권도,13:30 ~ 21:00,"월,화,수,목,금",강혜진,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000",126.944759503412,37.5036474343402,정좌표
949,태극체육관,박재홍,053-811-3314,경산시 경안로 107 2층,3명,186 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도,21:00 ~ 22:00,"월,화,수,목,금","박재홍,,박재민",2020.12.01 ~ 2020.12.10,지원,,"80,000",128.738402689201,35.8170759144412,정좌표
950,태들보비전태권도,김대영,051-263-1191,부산광역시 사하구 서포로30번길 9 더스퀘어빌딩5층 태들보비전태권도(구평동),2명,330 ㎡,태권도,기타,[12월] 태권도,14:00 ~ 21:30,"월,화,수,목,금",김대영,2020.12.01 ~ 2020.12.10,지원,"장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","80,000",128.98599020674,35.0823626332315,정좌표
951,태백태권도,이상한,054-441-3030,경북 구미시 고아읍 문장로 188 원호중앙상가 3층,2명,111 ㎡,태권도,"청각/언어, 지적/자폐",[12월] 태권도,02:30 ~ 21:30,"월,화,수,목,금","이상한,,박준우",2020.12.01 ~ 2020.12.10,지원,,"130,000",128.33106429028,36.1500546485915,정좌표
952,통진탁구장,김춘곤,031-981-0409,경기도 김포시 통진읍 조강로56번길 112 통진탁구장,1명,245 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구교실,10:00 ~ 23:00,"화,목",김춘곤,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000",126.603814776106,37.6943469834359,정좌표
953,통진탁구장,김춘곤,031-981-0409,경기도 김포시 통진읍 조강로56번길 112 통진탁구장,1명,245 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구교실,10:00 ~ 23:00,"월,수",김춘곤,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000",126.603814776106,37.6943469834359,정좌표
954,통진탁구장,김춘곤,031-981-0409,경기도 김포시 통진읍 조강로56번길 112 통진탁구장,1명,245 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구교실,10:00 ~ 23:00,"수,금",김춘곤,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000",126.603814776106,37.6943469834359,정좌표
955,투혼GYM,차용수,051-543-0112,부산시 해운대구 아랫반송로 50번길 27 1층,2명,99 ㎡,기타종목,지적/자폐,[12월] 킥복싱, ~ ,"월,수,금",,2020.12.01 ~ 2020.12.31,지원,,"80,000",129.149542636014,35.222785358138,정좌표
956,트리플에이짐,유승우,02-3390-4450,"서울특별시 동대문구 서울시립대로 155 면전빌딩 2,3층(전농동)",1명,297 ㎡,헬스,시각,[12월] 자유헬스,06:00 ~ 23:55,"월,화,수,목,금,토,일",유승우,2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.054013442212,37.5838779234584,정좌표
957,트윈스짐,전영기,051-338-9679,부산광역시 북구 만덕대로 52 3층 트윈스짐(덕천동),4명,230 ㎡,헬스,"시각, 청각/언어, 기타",[12월] 근력강화 웨이트트레이닝,08:00 ~ 17:00,"월,화,수,목,금","백승윤,,임수진,,배상태",2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"50,000",129.010495999241,35.2111554970978,정좌표
958,특공무술 국제연맹 체육관,박명복,010-8901-9822,강원도 춘천시 후석로 393 특공무술 체육관 2층(후평동),3명,45 ㎡,기타종목,"청각/언어, 지적/자폐",[12월] 특공무술국제연맹,14:00 ~ 18:00,"월,화,수,목,금",박명복,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"80,000",127.746406625461,37.885340267562,정좌표
959,팀원짐,원호준,051-292-4733,"부산광역시 사하구 낙동대로216번길 3 1층 팀원짐(괴정동, 신화프라자)",6명,500 ㎡,헬스,"지체, 청각/언어, 기타",[12월] 웨이트 트레이닝,07:00 ~ 23:00,"월,화,수,목,금,토","원호준,,이문규",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000",128.992701035062,35.100539295378,정좌표
960,팀제이맥스(TEAM J-MAX),전대진,010-5918-4795,경기도 성남시 중원구 성남대로997번길 25-13 3층,5명,212 ㎡,농구,지적/자폐,[12월] 농구교실,18:00 ~ 23:00,"월,화,수,목,금,토",이형진,2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.12643097788,37.4179813574965,정좌표
961,팀제이맥스(TEAM J-MAX),전대진,010-5918-4795,경기도 성남시 중원구 성남대로997번길 25-13 3층,5명,212 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 자유헬스,06:00 ~ 23:00,"월,화,수,목,금",이형진,2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.12643097788,37.4179813574965,정좌표
962,팀제이맥스(TEAM J-MAX),전대진,010-5918-4795,경기도 성남시 중원구 성남대로997번길 25-13 3층,5명,212 ㎡,축구,지적/자폐,[12월] 축구교실(풋살),00:00 ~ 23:00,"월,화,수,목,금,토",이형진,2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.12643097788,37.4179813574965,정좌표
963,팀키스,정안숙,02-2235-0904,"서울특별시 성동구 동호로 100 상가4층 팀키스(금호동3가, 두산아파트)",3명,487 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 헬스1개월,06:00 ~ 23:50,"월,화,수,목,금,토,일","김나영,,유지영,,김지우",2020.12.01 ~ 2020.12.10,미지원,주출입구 단차없음,"80,000",127.015786368829,37.5494648044825,정좌표
964,팀혼종합격투기,표윤화,054-471-9989,경상북도 구미시 인동중앙로3길 29 405호(황상동),2명,264 ㎡,기타종목,"지체, 청각/언어, 지적/자폐",[12월] 킥복싱 크로스핏,18:00 ~ 19:00,"월,화,수,목,금","이창섭,,배종문",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","140,000",128.418516842108,36.1085332418221,정좌표
965,파샤발레댄스아카데미,강한경,055-271-5788,"경상남도 창원시 마산합포구 중앙동로 10 상가 3층 파샤발레댄스아카데미(중앙동2가, 중앙우방아파트)",2명,142 ㎡,발레,"지체, 청각/언어, 지적/자폐, 기타",[12월] 발레 스트레칭,01:00 ~ 02:00,"수,토","강한경,,송부희",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000",128.567652766148,35.1955658550335,정좌표
966,파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주1회),07:00 ~ 23:00,"월,화,수,목,금,토,일","조승권,,윤준민",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000",126.863459634393,37.5315925935443,정좌표
967,파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주2회),07:00 ~ 23:00,"월,화,수,목,금,토,일","조승권,,장유진",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000",126.863459634393,37.5315925935443,정좌표
968,파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주3회),07:00 ~ 23:00,"월,화,수,목,금,토,일","조승권,,박경헌",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000",126.863459634393,37.5315925935443,정좌표
969,파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주4),07:00 ~ 23:00,"월,화,수,목,금,토,일","조승권,,윤준민,,박경헌",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000",126.863459634393,37.5315925935443,정좌표
970,파이널유도멀티짐,조승권,02-6204-6565,서울특별시 강서구 등촌로 17 3층(화곡동),1명,298 ㎡,유도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 유도(주5회),07:00 ~ 23:00,"월,화,수,목,금","조승권,,장유진",2020.12.01 ~ 2020.12.10,미지원,청각장애인 편의서비스,"60,000",126.863459634393,37.5315925935443,정좌표
971,파이트클럽복싱,유수령,031-986-7197,"경기도 김포시 김포한강4로 119 (장기동, 승문프라자 1104, 5호)(장기동)",1명,158 ㎡,복싱,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 복싱,13:00 ~ 23:00,"월,화,수,목,금",유수령,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.667761785217,37.6443295034269,정좌표
972,퍼스트클라이밍짐(주),장은주,02-338-1707,경상남도 김해시 가야로 212 4층 퍼스트클라이밍짐(주)(삼계동),5명,300 ㎡,기타종목,"지체, 청각/언어",[12월] 주말키즈클라이밍,10:00 ~ 11:40,토,장은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",128.872049541618,35.2586062759766,정좌표
973,펀치라인복싱,조인규,02-991-1388,서울특별시 강북구 삼양로 472 2층 펀치라인복싱(수유동),1명,165289256 ㎡,복싱,"지체, 기타",[12월] 펀치라인복싱,14:00 ~ 23:30,"월,화,수,목,금",조인규,2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.015783528849,37.6453890979472,정좌표
974,펀키즈스포츠협동조합,장민정,054-853-6996,경상북도 안동시 단원로 214-3 3층 펀키즈(화성동),4명,264 ㎡,농구,"지체, 청각/언어, 지적/자폐",[12월] 농구,11:00 ~ 20:00,"월,화,수,목,금,토",박상도,2020.12.01 ~ 2020.12.10,지원,,"100,000",128.727687774706,36.5695184918484,정좌표
975,펀키즈스포츠협동조합,장민정,054-853-6996,경상북도 안동시 단원로 214-3 3층 펀키즈(화성동),4명,264 ㎡,축구,"지체, 청각/언어, 지적/자폐",[12월] 축구,11:00 ~ 20:00,"월,화,수,목,금,토",박상도,2020.12.01 ~ 2020.12.10,지원,,"100,000",128.727687774706,36.5695184918484,정좌표
976,평안흥업(주)동서울지점,김복기,010-5216-7745,경기도 남양주시 와부읍 월문천로 280-7 동서울승마클럽,3명,35000 ㎡,승마,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 승마체험,08:00 ~ 17:00,"월,화,수,목,금","유태양,,유재하,,박월자",2020.12.01 ~ 2020.12.10,미지원,,"40,000",127.242303752272,37.5988483261356,정좌표
977,평안흥업(주)동서울지점,김복기,010-5216-7745,경기도 남양주시 와부읍 월문천로 280-7 동서울승마클럽,3명,35000 ㎡,승마,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활승마,09:00 ~ 17:00,"월,화,수,목,금,토,일","김복기,,박월자,,유태양",2020.12.01 ~ 2020.12.10,미지원,,"40,000",127.242303752272,37.5988483261356,정좌표
978,포스짐특수체육센터,홍승찬,054-246-7976,포항시 북구 법원로63번길 33-8 포스짐특수체육센터,1명,274 ㎡,농구,지적/자폐,[12월] 농구,14:00 ~ 19:00,"화,수",홍승찬,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,주출입구 단차없음,휠체어 대여","120,000",129.381569273613,36.0802128821353,정좌표
979,포스짐특수체육센터,홍승찬,054-246-7976,포항시 북구 법원로63번길 33-8 포스짐특수체육센터,1명,274 ㎡,배드민턴,"지체, 지적/자폐, 뇌병변",[12월] 배드민턴,14:00 ~ 19:00,"월,화,수,목,금,토",홍승찬,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,주출입구 단차없음,휠체어 대여","120,000",129.381569273613,36.0802128821353,정좌표
980,포스짐특수체육센터,홍승찬,054-246-7976,포항시 북구 법원로63번길 33-8 포스짐특수체육센터,1명,274 ㎡,기타종목,지적/자폐,[12월] 특수체육,11:00 ~ 17:00,토,홍승찬,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,주출입구 단차없음,휠체어 대여","120,000",129.381569273613,36.0802128821353,정좌표
981,포올영웅태권도,김현수,052-264-4543,울산광역시 울주군 삼남면 울산역로 274 301동205호(울산역 신도시 동문굿모닝힐),1명,127 ㎡,태권도,"지적/자폐, 기타","[12월] 감각,지각 운동발달",10:00 ~ 16:00,"수,토",김현수,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","60,000",129.130526395878,35.5585491472458,정좌표
982,포천유나이티드,남윤근,010-3612-0910,경기도 포천시 군내면 청군로 3164 직두리 체육공원,1명,330 ㎡,축구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 포천유나이티드 장애인스포츠강좌,14:00 ~ 15:00,"토,일","남윤근,,이종민",2020.12.01 ~ 2020.12.10,지원,,"80,000",127.227048736054,37.8803065082063,정좌표
983,포항동해승마장,박준영,054-284-4105,포항시 남구 동해면 약전로 115번길 11  포항동해승마장,3명,19815 ㎡,승마,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 재활승마,09:00 ~ 18:00,"화,수,목,금,토,일",김교령,2020.12.01 ~ 2020.12.10,지원,,"80,000",129.44866200617,35.9798063833722,정좌표
984,포항승마클럽,임재호,054-249-1333,포항시 북구 흥해읍 삼흥로 501번길 24-31 포항승마클럽,3명,33000 ㎡,승마,"지체, 청각/언어, 지적/자폐, 기타",[12월] 재활승마,09:20 ~ 18:00,"화,수,목,금,토,일",신상철,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인전용 주차구역","80,000",129.365132223902,36.098754300367,정좌표
985,프로팀스타복싱,전은진,010-9232-3100,경기도 안양시 동안구 관악대로 324 2층 프로팀스타복싱(관양동),2명,184 ㎡,복싱,기타,[12월] 복싱,13:00 ~ 23:00,"월,화,수,목,금",박정훈,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.959056650409,37.4030867526702,정좌표
986,피트니스더블유,김효영,02-303-9755,서울특별시 서대문구 증가로 133 3층(남가좌동),2명,299 ㎡,헬스,청각/언어,[12월] 헬스,06:00 ~ 00:00,"월,화,수,목,금,토,일",김효영,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.922599199343,37.5773042253714,정좌표
987,필라테스엠 고덕역점,양숙자,02-3427-1777,서울특별시 강동구 동남로75길 13-15 성은빌딩 4층(명일동),1명,165 ㎡,필라테스,청각/언어,[12월] 필라테스 1대1수강권,09:00 ~ 22:00,"월,화,수,목,금",신수경,2020.12.01 ~ 2020.12.10,미지원,,"120,000",127.155503709864,37.5536224423081,정좌표
988,필인성태권도,이송현,02-357-0737,경기도 화성시 남양읍 남양로 829 현대프라자 604 필인성태권도,1명,500 ㎡,태권도,기타,[12월] 주 3회 수련,01:00 ~ 17:30,"월,수,금",이송현,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"110,000",126.83227645864,37.2097484190669,정좌표
989,필인성태권도,이송현,02-357-0737,경기도 화성시 남양읍 남양로 829 현대프라자 604 필인성태권도,1명,500 ㎡,태권도,기타,[12월] 주5회 수련,01:00 ~ 17:30,"월,화,수,목,금",이송현,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"110,000",126.83227645864,37.2097484190669,정좌표
990,하나더하기,안덕희,02-431-4892,경기도 시흥시 마유로 416 월드프라자 지하1층 하나더하기,5명,120 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,00:55 ~ 23:55,"월,화,수,목,금,토","유신호,,윤세리,,정대화",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.741277468109,37.3515970059753,정좌표
991,하나태권도장,한동민,063-833-3337,전라북도 익산시 부송로 64-25 2층 하나태권도장(부송동),1명,132 ㎡,태권도,"지체, 시각, 청각/언어, 기타",[12월] 태권도,18:00 ~ 20:00,"월,금",한동민,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.992108992392,35.9575989482822,정좌표
992,하늘꿈아동발달센터,김성수,02-974-6007,"서울특별시 노원구 공릉로58길 112 201, 302호(하계동, 순흥빌라트)",3명,60 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변",[12월] 특수체육,13:00 ~ 20:00,"월,화,수,목,금,토","김성수,,이상채,,이성웅",2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","140,000",127.074685707648,37.6357251339824,정좌표
993,하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,"지적/자폐, 뇌병변",[12월] 탁구,11:00 ~ 11:50,토,김용운,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000",127.043330541464,37.7315377945072,정좌표
994,하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,"지적/자폐, 뇌병변",[12월] 탁구,13:30 ~ 14:30,목,최윤원,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000",127.043330541464,37.7315377945072,정좌표
995,하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,지적/자폐,[12월] 탁구,17:30 ~ 18:30,수,최승일,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000",127.043330541464,37.7315377945072,정좌표
996,하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,"지적/자폐, 뇌병변",[12월] 탁구,17:30 ~ 18:20,목,최승일,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000",127.043330541464,37.7315377945072,정좌표
997,하늘꿈아동발달센터,최승일,031-826-6707,"의정부시 신흥로173 다인빌딩 2층,301호",3명,222 ㎡,탁구,"지체, 지적/자폐",[12월] 탁구,18:30 ~ 19:20,목,최승일,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","110,000",127.043330541464,37.7315377945072,정좌표
